lat,long,time,alt,speed,bearing
59.434922,24.960775,0,123.456,16.79168157,26.08330763
59.434922,24.960775,1000,123.456,16.72529877,26.39125965
59.434922,24.960775,2000,123.456,16.74077451,26.15601008
59.434922,24.960775,3000,123.456,16.75944797,26.40973844
59.434922,24.960775,4000,123.456,16.72350234,26.91012382
59.434922,24.960775,5000,123.456,16.7752782,27.50985895
59.434922,24.960775,6000,123.456,16.68319278,28.32366398
59.434922,24.960775,7000,123.456,16.75003119,27.89254289
59.434922,24.960775,8000,123.456,16.77999014,27.53236767
59.434922,24.960775,9000,123.456,16.80216893,26.37097172
59.434922,24.960775,10000,123.456,16.78007147,26.04669825
59.434922,24.960775,11000,123.456,16.75501324,25.15259592
59.434922,24.960775,12000,123.456,16.78637108,25.68956749
59.434922,24.960775,13000,123.456,16.75408285,25.54311629
59.434922,24.960775,14000,123.456,16.80274104,26.08921855
59.434922,24.960775,15000,123.456,16.7430864,26.99103772
59.434922,24.960775,16000,123.456,16.68861271,28.20581413
59.434922,24.960775,17000,123.456,16.76738829,27.20358755
59.434922,24.960775,18000,123.456,16.74225707,28.46993281
59.434922,24.960775,19000,123.456,16.74658323,27.6182732
59.434922,24.960775,20000,123.456,16.76081995,26.83324453
59.434922,24.960775,21000,123.456,16.72713375,26.74820572
59.434922,24.960775,22000,123.456,16.77630625,27.5062277
59.434922,24.960775,23000,123.456,16.72452428,26.46126617
59.434922,24.960775,24000,123.456,16.79435799,25.5462069
59.434922,24.960775,25000,123.456,16.80359723,25.66970973
59.434922,24.960775,26000,123.456,16.71634986,26.70775573
59.434922,24.960775,27000,123.456,16.77500667,27.7733736
59.434922,24.960775,28000,123.456,16.71024127,28.93038253
59.434922,24.960775,29000,123.456,16.69989589,29.80664157
59.434922,24.960775,30000,123.456,16.64673352,30.35456901
59.434922,24.960775,31000,123.456,16.67120723,31.37400955
59.434922,24.960775,32000,123.456,16.61810497,31.80991296
59.434922,24.960775,33000,123.456,16.69091556,31.02234694
59.434922,24.960775,34000,123.456,16.64593676,31.47363591
59.434922,24.960775,35000,123.456,16.69516719,30.23817157
59.434922,24.960775,36000,123.456,16.65945185,31.21776485
59.434922,24.960775,37000,123.456,16.6979263,31.83179657
59.434922,24.960775,38000,123.456,16.6341273,31.17087528
59.434922,24.960775,39000,123.456,16.62106097,32.01055652
59.434922,24.960775,40000,123.456,16.5868743,33.10236361
59.434922,24.960775,41000,123.456,16.65380561,32.14449152
59.434922,24.960775,42000,123.456,16.6603635,31.40021154
59.434922,24.960775,43000,123.456,16.65929804,31.926579
59.434922,24.960775,44000,123.456,16.70266773,31.55279255
