lat,long,time,alt,speed,bearing
59.434922,24.960775,0,123.456,12.97719031,31.08025332
59.434922,24.960775,1000,123.456,13.23700214,33.35918763
59.434922,24.960775,2000,123.456,12.51897741,34.00242455
59.434922,24.960775,3000,123.456,12.37650228,34.98812159
59.434922,24.960775,4000,123.456,12.56159017,36.94477945
59.434922,24.960775,5000,123.456,12.55302853,38.22504406
59.434922,24.960775,6000,123.456,12.71622403,40.24072959
59.434922,24.960775,7000,123.456,12.35317753,42.06285009
59.434922,24.960775,8000,123.456,12.63540767,45.006147
59.434922,24.960775,9000,123.456,12.02078616,47.38613531
59.434922,24.960775,10000,123.456,11.52269477,49.31786238
59.434922,24.960775,11000,123.456,11.8337609,50.88086147
59.434922,24.960775,12000,123.456,11.75602384,54.31682918
59.434922,24.960775,13000,123.456,11.58710764,56.02808364
59.434922,24.960775,14000,123.456,11.19764292,58.34844108
59.434922,24.960775,15000,123.456,11.14354278,61.58456638
59.434922,24.960775,16000,123.456,11.23670999,64.97657025
59.434922,24.960775,17000,123.456,11.0923695,66.12943437
59.434922,24.960775,18000,123.456,11.03551118,69.08469846
59.434922,24.960775,19000,123.456,10.95485155,71.94747538
59.434922,24.960775,20000,123.456,10.65369152,74.55946249
59.434922,24.960775,21000,123.456,10.54434123,76.13654304
59.434922,24.960775,22000,123.456,11.2711476,80.15081168
59.434922,24.960775,23000,123.456,10.99323663,82.81852146
59.434922,24.960775,24000,123.456,11.15662664,85.14817904
59.434922,24.960775,25000,123.456,11.0023575,87.786755
59.434922,24.960775,26000,123.456,10.65224926,89.25845752
59.434922,24.960775,27000,123.456,10.2747306,92.74919582
59.434922,24.960775,28000,123.456,10.11650888,94.57121823
59.434922,24.960775,29000,123.456,11.00587751,97.69465225
59.434922,24.960775,30000,123.456,10.9730889,101.4592067
59.434922,24.960775,31000,123.456,10.44113168,104.6484995
59.434922,24.960775,32000,123.456,10.48329723,108.3952061
59.434922,24.960775,33000,123.456,10.71037479,110.2885682
59.434922,24.960775,34000,123.456,10.59898648,111.9675904
59.434922,24.960775,35000,123.456,10.39045491,115.5967431
59.434922,24.960775,36000,123.456,10.96847246,117.2243138
59.434922,24.960775,37000,123.456,10.71406204,120.577998
59.434922,24.960775,38000,123.456,10.21664812,124.2748761
59.434922,24.960775,39000,123.456,10.5719154,125.5850674
59.434922,24.960775,40000,123.456,11.12547432,128.2458281
59.434922,24.960775,41000,123.456,10.38875424,130.1739435
59.434922,24.960775,42000,123.456,10.8432824,133.0913894
59.434922,24.960775,43000,123.456,10.54029573,136.9798711
59.434922,24.960775,44000,123.456,10.82389888,140.2710735
59.434922,24.960775,45000,123.456,11.07132588,142.6084866
59.434922,24.960775,46000,123.456,10.55574341,145.4083423
59.434922,24.960775,47000,123.456,10.72726098,148.8128378
59.434922,24.960775,48000,123.456,10.82330434,151.9466314
59.434922,24.960775,49000,123.456,11.40422462,154.9293015
59.434922,24.960775,50000,123.456,11.13331533,158.225674
59.434922,24.960775,51000,123.456,11.29708219,160.8844703
59.434922,24.960775,52000,123.456,11.17584801,162.3177593
59.434922,24.960775,53000,123.456,11.72826349,165.3647642
59.434922,24.960775,54000,123.456,12.30893803,167.6760761
59.434922,24.960775,55000,123.456,11.67911317,169.7205636
59.434922,24.960775,56000,123.456,12.09225552,171.9138475
59.434922,24.960775,57000,123.456,11.84219765,175.4163595
59.434922,24.960775,58000,123.456,12.19079709,178.1747698
59.434922,24.960775,59000,123.456,12.75355085,179.3224489
59.434922,24.960775,60000,123.456,12.04269983,182.4959249
59.434922,24.960775,61000,123.456,12.50868449,185.345652
59.434922,24.960775,62000,123.456,13.12006966,187.6196694
59.434922,24.960775,63000,123.456,13.38791413,189.9269598
59.434922,24.960775,64000,123.456,13.2767392,192.1605753
59.434922,24.960775,65000,123.456,12.9784389,194.7087237
59.434922,24.960775,66000,123.456,13.17056444,196.718386
59.434922,24.960775,67000,123.456,13.38491027,198.0662692
59.434922,24.960775,68000,123.456,13.36491529,200.4676044
59.434922,24.960775,69000,123.456,13.84916595,201.6564946
59.434922,24.960775,70000,123.456,13.5805592,204.556163
59.434922,24.960775,71000,123.456,13.89162195,206.7192376
59.434922,24.960775,72000,123.456,13.63295782,208.2197961
59.434922,24.960775,73000,123.456,13.99513383,210.6291483
59.434922,24.960775,74000,123.456,14.70638846,212.3494471
59.434922,24.960775,75000,123.456,14.41090755,213.9380826
59.434922,24.960775,76000,123.456,14.65381522,216.3391858
59.434922,24.960775,77000,123.456,14.87844269,218.254358
59.434922,24.960775,78000,123.456,14.6475379,220.8357678
59.434922,24.960775,79000,123.456,14.53034102,223.8085072
59.434922,24.960775,80000,123.456,15.55020022,224.8992327
59.434922,24.960775,81000,123.456,15.61437633,226.2033837
59.434922,24.960775,82000,123.456,14.9180615,229.0468142
59.434922,24.960775,83000,123.456,15.94741361,230.3918156
59.434922,24.960775,84000,123.456,15.55813599,232.6166525
59.434922,24.960775,85000,123.456,15.80268453,234.4160036
59.434922,24.960775,86000,123.456,15.78355421,235.5449266
59.434922,24.960775,87000,123.456,16.23772535,237.7661128
59.434922,24.960775,88000,123.456,15.54759552,239.2899977
59.434922,24.960775,89000,123.456,15.85952274,241.1470537
59.434922,24.960775,90000,123.456,16.05568669,243.2319972
59.434922,24.960775,91000,123.456,16.68871872,243.7949936
59.434922,24.960775,92000,123.456,16.06331675,246.4719274
59.434922,24.960775,93000,123.456,16.52373828,248.3196205
59.434922,24.960775,94000,123.456,16.80072121,249.5890364
59.434922,24.960775,95000,123.456,16.61494335,250.7124467
59.434922,24.960775,96000,123.456,17.03345908,252.2739516
59.434922,24.960775,97000,123.456,16.53186683,253.6356355
59.434922,24.960775,98000,123.456,16.40443015,255.898883
59.434922,24.960775,99000,123.456,16.71752096,257.3517621
59.434922,24.960775,100000,123.456,16.45206123,258.3940498
59.434922,24.960775,101000,123.456,17.37483759,258.9776498
59.434922,24.960775,102000,123.456,16.52979532,261.8229566
59.434922,24.960775,103000,123.456,16.71026742,262.9903915
59.434922,24.960775,104000,123.456,17.51630098,265.1449971
59.434922,24.960775,105000,123.456,16.87681367,266.4571738
59.434922,24.960775,106000,123.456,17.16555595,268.5391962
59.434922,24.960775,107000,123.456,17.70523114,270.8251006
59.434922,24.960775,108000,123.456,16.8367433,271.8835822
59.434922,24.960775,109000,123.456,17.38588179,273.5866087
59.434922,24.960775,110000,123.456,16.86858671,274.8477825
59.434922,24.960775,111000,123.456,17.3213317,276.83021
59.434922,24.960775,112000,123.456,16.98084183,278.729607
59.434922,24.960775,113000,123.456,17.59571272,279.4729687
59.434922,24.960775,114000,123.456,17.43998656,281.1142807
59.434922,24.960775,115000,123.456,17.42286194,282.7902723
59.434922,24.960775,116000,123.456,17.29585087,284.4575156
59.434922,24.960775,117000,123.456,17.72953093,286.8018566
59.434922,24.960775,118000,123.456,17.57956065,287.7705233
59.434922,24.960775,119000,123.456,17.8300527,289.6019576
59.434922,24.960775,120000,123.456,17.12122176,290.5233139
59.434922,24.960775,121000,123.456,17.69092516,292.687714
59.434922,24.960775,122000,123.456,17.16693377,294.1237063
59.434922,24.960775,123000,123.456,17.14755848,295.2393926
59.434922,24.960775,124000,123.456,16.99158804,297.0395341
59.434922,24.960775,125000,123.456,17.28038639,298.3634542
59.434922,24.960775,126000,123.456,17.62164283,299.8559023
59.434922,24.960775,127000,123.456,17.69520672,302.0588032
59.434922,24.960775,128000,123.456,17.26427249,304.0894724
59.434922,24.960775,129000,123.456,16.98461691,306.412952
