lat,long,time,alt,speed,bearing
59.434922,24.960775,0,123.456,13.50754314,106.0843158
59.434922,24.960775,1000,123.456,13.51576623,106.2377217
59.434922,24.960775,2000,123.456,13.61571192,108.1052584
59.434922,24.960775,3000,123.456,13.46774987,105.3423677
59.434922,24.960775,4000,123.456,13.31843888,102.562423
59.434922,24.960775,5000,123.456,13.30777038,102.3639001
59.434922,24.960775,6000,123.456,13.301863,102.2539738
59.434922,24.960775,7000,123.456,13.1977186,100.315509
59.434922,24.960775,8000,123.456,13.25710945,101.4211348
59.434922,24.960775,9000,123.456,13.27604674,101.7735642
59.434922,24.960775,10000,123.456,13.35793324,103.2973894
59.434922,24.960775,11000,123.456,13.52439608,106.3987511
59.434922,24.960775,12000,123.456,13.50718723,106.0776769
59.434922,24.960775,13000,123.456,13.61711005,108.1314287
59.434922,24.960775,14000,123.456,13.51591415,106.2404816
59.434922,24.960775,15000,123.456,13.43065495,104.6512557
59.434922,24.960775,16000,123.456,13.4561581,105.126354
59.434922,24.960775,17000,123.456,13.32288515,102.6451611
59.434922,24.960775,18000,123.456,13.27932234,101.834521
59.434922,24.960775,19000,123.456,13.14696454,99.36998699
59.434922,24.960775,20000,123.456,13.16561334,99.7174976
59.434922,24.960775,21000,123.456,13.33038808,102.7847805
59.434922,24.960775,22000,123.456,13.52009613,106.3185113
59.434922,24.960775,23000,123.456,13.31764003,102.5475577
59.434922,24.960775,24000,123.456,13.45619407,105.1270243
59.434922,24.960775,25000,123.456,13.31259627,102.4537018
59.434922,24.960775,26000,123.456,13.17372904,99.86869373
59.434922,24.960775,27000,123.456,13.07249485,97.98088295
59.434922,24.960775,28000,123.456,13.25407732,101.3647023
59.434922,24.960775,29000,123.456,13.1303832,99.06089699
59.434922,24.960775,30000,123.456,13.29875082,102.1960612
59.434922,24.960775,31000,123.456,13.29724908,102.1681163
59.434922,24.960775,32000,123.456,13.31770456,102.5487584
59.434922,24.960775,33000,123.456,13.2639591,101.548613
59.434922,24.960775,34000,123.456,13.08813002,98.27274234
59.434922,24.960775,35000,123.456,13.17016421,99.80228318
59.434922,24.960775,36000,123.456,13.33343364,102.8414551
59.434922,24.960775,37000,123.456,13.18317883,100.0447189
59.434922,24.960775,38000,123.456,13.35376168,103.2197535
59.434922,24.960775,39000,123.456,13.50162888,105.9740015
59.434922,24.960775,40000,123.456,13.65797584,108.8970191
59.434922,24.960775,41000,123.456,13.60992615,107.9969745
59.434922,24.960775,42000,123.456,13.57575305,107.3578753
59.434922,24.960775,43000,123.456,13.72294191,110.1170456
59.434922,24.960775,44000,123.456,13.85179043,112.5499994
59.434922,24.960775,45000,123.456,13.90273681,113.51788
59.434922,24.960775,46000,123.456,13.74089561,110.4549218
59.434922,24.960775,47000,123.456,13.86762677,112.8504619
59.434922,24.960775,48000,123.456,13.94566259,114.336416
59.434922,24.960775,49000,123.456,14.1315817,117.9199361
59.434922,24.960775,50000,123.456,14.25718322,120.3841415
59.434922,24.960775,51000,123.456,14.32359813,121.7043842
59.434922,24.960775,52000,123.456,14.46272906,124.5159066
59.434922,24.960775,53000,123.456,14.57757784,126.891596
59.434922,24.960775,54000,123.456,14.533871,125.9810274
59.434922,24.960775,55000,123.456,14.52219168,125.7390929
59.434922,24.960775,56000,123.456,14.45503288,124.3585977
59.434922,24.960775,57000,123.456,14.42405488,123.7276336
59.434922,24.960775,58000,123.456,14.27877048,120.8118595
59.434922,24.960775,59000,123.456,14.15204091,118.318676
59.434922,24.960775,60000,123.456,14.12166108,117.7269335
59.434922,24.960775,61000,123.456,14.01415137,115.648781
59.434922,24.960775,62000,123.456,14.07192077,116.7625067
59.434922,24.960775,63000,123.456,14.008472,115.5396361
59.434922,24.960775,64000,123.456,14.1810504,118.8857554
59.434922,24.960775,65000,123.456,14.12952569,117.8799188
59.434922,24.960775,66000,123.456,14.05443133,116.424635
59.434922,24.960775,67000,123.456,14.1083756,117.4688138
59.434922,24.960775,68000,123.456,13.93646381,114.1607611
59.434922,24.960775,69000,123.456,13.82339193,112.012042
