lat,long,time,alt,speed,bearing
59.434922,24.960775,0,123.456,16.43473799,44.65952885
59.434922,24.960775,1000,123.456,15.57728794,46.89946499
59.434922,24.960775,2000,123.456,15.73520844,48.94820637
59.434922,24.960775,3000,123.456,16.18560419,50.74656011
59.434922,24.960775,4000,123.456,15.4678217,52.24354896
59.434922,24.960775,5000,123.456,15.97614902,54.46351708
59.434922,24.960775,6000,123.456,16.07188978,55.4363092
59.434922,24.960775,7000,123.456,16.25804737,56.65257426
59.434922,24.960775,8000,123.456,15.62054802,57.73223505
59.434922,24.960775,9000,123.456,15.75450945,59.16281999
59.434922,24.960775,10000,123.456,15.85256204,61.68729017
59.434922,24.960775,11000,123.456,15.56676015,64.12228033
59.434922,24.960775,12000,123.456,15.63337415,66.53885207
59.434922,24.960775,13000,123.456,15.92915894,67.66872279
59.434922,24.960775,14000,123.456,16.167374,69.69762792
59.434922,24.960775,15000,123.456,15.20308552,70.66065778
59.434922,24.960775,16000,123.456,16.0448186,73.55273547
59.434922,24.960775,17000,123.456,15.86987873,75.12068897
59.434922,24.960775,18000,123.456,15.36398929,76.62238163
59.434922,24.960775,19000,123.456,15.61041282,79.22092633
59.434922,24.960775,20000,123.456,15.62375374,80.33418221
59.434922,24.960775,21000,123.456,15.8605928,81.48505067
59.434922,24.960775,22000,123.456,15.5985664,84.12165204
59.434922,24.960775,23000,123.456,15.16405066,85.90455918
59.434922,24.960775,24000,123.456,14.87648903,87.45659387
59.434922,24.960775,25000,123.456,15.41665741,89.26609226
59.434922,24.960775,26000,123.456,15.42953351,90.93723225
59.434922,24.960775,27000,123.456,14.83383862,91.90479851
59.434922,24.960775,28000,123.456,14.62737158,93.80988614
59.434922,24.960775,29000,123.456,14.6296274,96.00905538
59.434922,24.960775,30000,123.456,14.93644699,98.89284492
59.434922,24.960775,31000,123.456,14.42267503,100.7499467
59.434922,24.960775,32000,123.456,15.10076733,102.957765
59.434922,24.960775,33000,123.456,14.23717633,104.7786916
59.434922,24.960775,34000,123.456,15.13772486,107.4236592
59.434922,24.960775,35000,123.456,14.51452448,108.8382624
59.434922,24.960775,36000,123.456,14.18320714,110.0359345
59.434922,24.960775,37000,123.456,14.24732971,111.1622185
59.434922,24.960775,38000,123.456,14.76710884,113.2379027
59.434922,24.960775,39000,123.456,14.49408086,115.3750284
